"year","fl_reg","month","Gag_catch","Gag_harvest","Gag_Discard","Gag_weight"
"2021","1","1",2748.0437623,0,2748.0437623,0
"2021","1","10",1018.12710185763,1018.12710185763,0,5824.36841146897
"2021","1","11",58882.1948269105,33183.2266147105,25698.9682122,150701.611153359
"2021","1","12",9712.94387176567,7552.14393910567,2160.79993266,28449.9602128914
"2021","1","2",11270.8266326,0,11270.8266326,0
"2021","1","3",0,0,0,0
"2021","1","4",67595.121883677,16931.4332011347,50663.68868268,64186.1868842127
"2021","1","5",31608.895139522,0,31608.895139522,0
"2021","1","6",73011.1605130511,33165.0036862771,39846.156826774,191143.54559846
"2021","1","7",17056.4910148983,1215.95208865933,15840.538926239,6286.48111214385
"2021","1","8",620.65692466442,620.65692466442,0,3959.79117940388
"2021","1","9",2055.06255532545,562.89086652545,1492.1716888,1922.65960847933
"2021","2","1",149962.207874287,0,149962.207874287,0
"2021","2","10",12046.6054995367,1627.99085006016,10418.614649508,8057.88001043406
"2021","2","11",211390.560362037,41432.9251752291,169957.635186881,171025.913896211
"2021","2","12",285747.293491417,71102.0484363817,214645.245055027,280883.259415116
"2021","2","2",54856.240187822,0,54856.240187822,0
"2021","2","3",13899.80101109,0,13899.80101109,0
"2021","2","4",37391.490704364,0,37391.490704364,0
"2021","2","5",18848.967779409,0,18848.967779409,0
"2021","2","6",148369.088344077,18387.6190508647,129981.46929228,66464.5787223266
"2021","2","7",296355.166845085,41669.3311769872,254685.835668098,195946.303486881
"2021","2","8",35561.7372386178,10099.8001914558,25461.937047162,47151.3527181556
"2021","2","9",43107.754248184,1894.40180738597,41213.352440798,5067.50315141654
"2022","1","1",0,0,0,0
"2022","1","10",0,0,0,0
"2022","1","11",0,0,0,0
"2022","1","12",5788.7780436448,5788.7780436448,0,27923.0181680504
"2022","1","2",0,0,0,0
"2022","1","3",10582.70739105,0,10582.70739105,0
"2022","1","4",14092.19270399,0,14092.19270399,0
"2022","1","5",214555.614733724,53448.0369373543,161107.57779637,201287.467900182
"2022","1","6",109320.901822301,12826.5636966384,96494.338125663,67681.6406526818
"2022","1","7",88742.4752287312,37069.8346924612,51672.64053627,232675.105461368
"2022","1","8",21360.285995308,1350.300988958,20009.98500635,4174.73319605854
"2022","1","9",0,0,0,0
"2022","2","1",31997.70264466,0,31997.70264466,0
"2022","2","10",122748.881593975,23699.8228343904,99049.058759663,82264.7172000237
"2022","2","11",62191.3645748215,22713.8275123655,39477.537062456,93047.8968625394
"2022","2","12",290649.790362738,104399.37150711,186250.418854449,457523.240101201
"2022","2","2",66129.96212331,0,66129.96212331,0
"2022","2","3",1563.22582584,0,1563.22582584,0
"2022","2","4",17510.35529848,0,17510.35529848,0
"2022","2","5",94901.5419377042,4092.99303900924,90808.548898695,16453.8320169919
"2022","2","6",62092.4990329156,15884.8606306468,46207.63840233,74830.8686621436
"2022","2","7",57049.4295932194,14915.1848757585,42134.244717472,54496.1448546001
"2022","2","8",128824.051433542,12327.0509291616,116497.00050438,30781.1850540074
"2022","2","9",40882.001146115,4626.704259955,36255.29688616,16802.988678361
"2023","1","1",28350.8245448,0,28350.8245448,0
"2023","1","10",133835.13520414,28558.16331739,105276.97188675,116679.557132085
"2023","1","11",44873.9375599,0,44873.9375599,0
"2023","1","12",0,0,0,0
"2023","1","2",5919.1999684,0,5919.1999684,0
"2023","1","3",170.70281833,0,170.70281833,0
"2023","1","4",7625.6039459,0,7625.6039459,0
"2023","1","5",12110.462275586,0,12110.462275586,0
"2023","1","6",14149.50377393,0,14149.50377393,0
"2023","1","7",144497.52704619,0,144497.52704619,0
"2023","1","8",2404.411709741,0,2404.411709741,0
"2023","1","9",13641.0974140482,13461.1625093102,179.934904738,60034.4217501942
"2023","2","1",241286.872445411,0,241286.872445411,0
"2023","2","10",89675.4994470012,12359.0066235502,77316.492823451,66241.0908976972
"2023","2","11",151656.984342085,0,151656.984342085,0
"2023","2","12",257640.303966874,0,257640.303966874,0
"2023","2","2",85225.952918532,0,85225.952918532,0
"2023","2","3",13177.305899137,0,13177.305899137,0
"2023","2","4",16909.59922712,0,16909.59922712,0
"2023","2","5",11231.196222276,0,11231.196222276,0
"2023","2","6",21000.069059644,0,21000.069059644,0
"2023","2","7",51420.330206137,0,51420.330206137,0
"2023","2","8",32497.561377168,0,32497.561377168,0
"2023","2","9",145030.425442224,27609.0223119862,117421.403130573,105455.783048724
